,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,neighborhood,latitude,longitude,showAddress,url,status,newDevelopment,hasLift,geometry
1007,2,1095.0,flat,rent,70.0,True,3,1,"Calle de Gonzalo de Berceo, 74",Madrid,Madrid,Ciudad Lineal,Pueblo Nuevo,40.4286487,-3.6394001,True,https://www.idealista.com/inmueble/83969101/,good,False,False,"{'type': 'Point', 'coordinates': (40.4286487, -3.6394001)}"
1010,3,800.0,flat,rent,60.0,False,2,1,barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4448819,-3.6990287,False,https://www.idealista.com/inmueble/87530962/,good,False,False,"{'type': 'Point', 'coordinates': (40.4448819, -3.6990287)}"
1011,5,1750.0,penthouse,rent,123.0,True,3,2,"Avenida del Talgo, 151",Madrid,Madrid,Moncloa,Aravaca,40.4469893,-3.7894335,True,https://www.idealista.com/inmueble/84941041/,good,False,True,"{'type': 'Point', 'coordinates': (40.4469893, -3.7894335)}"
1012,3,1550.0,flat,rent,117.0,True,3,2,"Calle Cerro de Valdecahonde, 22",Madrid,Madrid,Moncloa,Aravaca,40.4459919,-3.7887623,True,https://www.idealista.com/inmueble/84753689/,good,False,True,"{'type': 'Point', 'coordinates': (40.4459919, -3.7887623)}"
1013,4,1185.0,flat,rent,87.0,True,2,1,"Avenida Cerro de Valdecahonde, 24",Madrid,Madrid,Moncloa,Aravaca,40.4463365,-3.7884,True,https://www.idealista.com/inmueble/84491385/,good,False,True,"{'type': 'Point', 'coordinates': (40.4463365, -3.7884)}"
1014,0,1325.0,flat,rent,96.0,True,2,1,"Cerro de Valdecahonde, 12",Madrid,Madrid,Moncloa,Aravaca,40.447347,-3.788437,True,https://www.idealista.com/inmueble/87276898/,good,False,True,"{'type': 'Point', 'coordinates': (40.447347, -3.788437)}"
1015,4,1350.0,flat,rent,107.0,True,3,2,"Avenida Cerro Valdecahonde, 24",Madrid,Madrid,Moncloa,Aravaca,40.4463365,-3.7884,True,https://www.idealista.com/inmueble/85182920/,good,False,True,"{'type': 'Point', 'coordinates': (40.4463365, -3.7884)}"
1016,3,1165.0,duplex,rent,89.0,True,2,2,"Avenida de San Luis, 27",Madrid,Madrid,Hortaleza,Pinar del Rey,40.4711649,-3.6569332,True,https://www.idealista.com/inmueble/86412923/,good,False,True,"{'type': 'Point', 'coordinates': (40.4711649, -3.6569332)}"
1017,0,1150.0,flat,rent,91.0,True,2,2,"Avenida de San Luis, 27",Madrid,Madrid,Hortaleza,Pinar del Rey,40.4709924,-3.6569813,True,https://www.idealista.com/inmueble/86163951/,good,False,True,"{'type': 'Point', 'coordinates': (40.4709924, -3.6569813)}"
1020,1,899.0,flat,rent,65.0,True,1,1,"Avenida de San Luis, 27",Madrid,Madrid,Hortaleza,Pinar del Rey,40.4709924,-3.6569813,True,https://www.idealista.com/inmueble/87601784/,good,False,True,"{'type': 'Point', 'coordinates': (40.4709924, -3.6569813)}"
1021,2,1950.0,flat,rent,129.0,True,3,2,"Calle Montesa, 39",Madrid,Madrid,Salamanca,Lista,40.4303889,-3.6722434,True,https://www.idealista.com/inmueble/87601789/,good,False,True,"{'type': 'Point', 'coordinates': (40.4303889, -3.6722434)}"
1022,6,1190.0,flat,rent,44.0,True,1,1,"Calle Padilla, 41",Madrid,Madrid,Salamanca,Lista,40.4313176,-3.6769025,True,https://www.idealista.com/inmueble/87621161/,good,False,True,"{'type': 'Point', 'coordinates': (40.4313176, -3.6769025)}"
1023,2,1250.0,flat,rent,64.0,True,2,1,"Calle Padilla, 41",Madrid,Madrid,Salamanca,Lista,40.4313176,-3.6769025,True,https://www.idealista.com/inmueble/87621293/,good,False,True,"{'type': 'Point', 'coordinates': (40.4313176, -3.6769025)}"
1027,5,2700.0,flat,rent,110.0,True,2,2,"Calle del General Oraá, Madrid, 73",Madrid,Madrid,Salamanca,Lista,40.4358363,-3.6765797,True,https://www.idealista.com/inmueble/82007503/,good,False,True,"{'type': 'Point', 'coordinates': (40.4358363, -3.6765797)}"
1028,7,2900.0,penthouse,rent,87.0,True,1,1,"Calle del General Oraá, Madrid, 73",Madrid,Madrid,Salamanca,Lista,40.4358363,-3.6765797,True,https://www.idealista.com/inmueble/82017267/,good,False,True,"{'type': 'Point', 'coordinates': (40.4358363, -3.6765797)}"
1029,5,2600.0,flat,rent,85.0,True,1,1,"Calle del General Oraá, Madrid, 73",Madrid,Madrid,Salamanca,Lista,40.4358363,-3.6765797,True,https://www.idealista.com/inmueble/82017460/,good,False,True,"{'type': 'Point', 'coordinates': (40.4358363, -3.6765797)}"
1030,2,1250.0,flat,rent,62.0,True,1,1,"Calle Bastero, Madrid, 13",Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4088954,-3.7095632,True,https://www.idealista.com/inmueble/82427018/,good,False,True,"{'type': 'Point', 'coordinates': (40.4088954, -3.7095632)}"
1031,4,2100.0,flat,rent,113.0,True,2,3,"Calle de Ayala, Madrid, 160",Madrid,Madrid,Salamanca,Goya,40.4269061,-3.6689044,True,https://www.idealista.com/inmueble/84699245/,good,False,True,"{'type': 'Point', 'coordinates': (40.4269061, -3.6689044)}"
1032,3,2100.0,duplex,rent,110.0,True,3,2,"Calle Bastero, 13",Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4088954,-3.7095632,True,https://www.idealista.com/inmueble/87252150/,good,False,True,"{'type': 'Point', 'coordinates': (40.4088954, -3.7095632)}"
1034,2,2200.0,flat,rent,120.0,True,4,2,"Calle de Galileo, 67",Madrid,Madrid,Chamberí,Arapiles,40.4368001,-3.7102938,True,https://www.idealista.com/inmueble/87368106/,good,False,True,"{'type': 'Point', 'coordinates': (40.4368001, -3.7102938)}"
1035,3,2450.0,flat,rent,177.0,True,3,3,barrio Castilla,Madrid,Madrid,Chamartín,Castilla,40.4706585,-3.6768771,False,https://www.idealista.com/inmueble/81345443/,good,False,True,"{'type': 'Point', 'coordinates': (40.4706585, -3.6768771)}"
1036,5,1950.0,flat,rent,134.0,True,2,2,barrio El Viso,Madrid,Madrid,Chamartín,El Viso,40.4439182,-3.6812696,False,https://www.idealista.com/inmueble/39741851/,good,False,True,"{'type': 'Point', 'coordinates': (40.4439182, -3.6812696)}"
1037,2,3500.0,flat,rent,150.0,True,3,3,barrio Goya,Madrid,Madrid,Salamanca,Goya,40.4291772,-3.6780682,False,https://www.idealista.com/inmueble/87419295/,good,False,True,"{'type': 'Point', 'coordinates': (40.4291772, -3.6780682)}"
1038,3,2700.0,flat,rent,184.0,True,3,3,Calle de Alcalá,Madrid,Madrid,Salamanca,Guindalera,40.4278861,-3.6689877,False,https://www.idealista.com/inmueble/86679588/,good,False,True,"{'type': 'Point', 'coordinates': (40.4278861, -3.6689877)}"
1039,7,1400.0,penthouse,rent,74.0,True,1,1,"Calle Santa Engracia, 141",Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4433153,-3.7027878,True,https://www.idealista.com/inmueble/30375333/,good,False,True,"{'type': 'Point', 'coordinates': (40.4433153, -3.7027878)}"
1040,4,1500.0,flat,rent,130.0,True,3,2,"Avenida de Secundino Zuazo, 113",Madrid,Madrid,Hortaleza,Valdebebas - Valdefuentes,40.4954632,-3.6125817,True,https://www.idealista.com/inmueble/87655327/,good,False,True,"{'type': 'Point', 'coordinates': (40.4954632, -3.6125817)}"
1041,1,1250.0,flat,rent,75.0,True,1,1,Calle de Quiñones s/n,Madrid,Madrid,Centro,Malasaña-Universidad,40.4274323,-3.7075269,True,https://www.idealista.com/inmueble/87527795/,good,False,True,"{'type': 'Point', 'coordinates': (40.4274323, -3.7075269)}"
1042,0,1390.0,flat,rent,120.0,False,2,2,Calle Regalada,Madrid,Madrid,Retiro,Pacífico,40.4043344,-3.6761816,False,https://www.idealista.com/inmueble/81565274/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4043344, -3.6761816)}"
1043,2,1400.0,flat,rent,42.0,False,1,1,Calle del General Díaz Porlier,Madrid,Madrid,Salamanca,Lista,40.4353697,-3.6746788,False,https://www.idealista.com/inmueble/81881989/,good,False,True,"{'type': 'Point', 'coordinates': (40.4353697, -3.6746788)}"
1045,4,2800.0,duplex,rent,250.0,True,5,3,barrio Atalaya,Madrid,Madrid,Ciudad Lineal,Atalaya,40.465538,-3.6633794,False,https://www.idealista.com/inmueble/87121456/,good,False,True,"{'type': 'Point', 'coordinates': (40.465538, -3.6633794)}"
1046,1,3000.0,flat,rent,180.0,True,3,2,barrio Nueva España,Madrid,Madrid,Chamartín,Nueva España,40.4684271,-3.6771145,False,https://www.idealista.com/inmueble/86205162/,good,False,True,"{'type': 'Point', 'coordinates': (40.4684271, -3.6771145)}"
1047,3,1300.0,penthouse,rent,77.0,True,2,1,barrio Palacio,Madrid,Madrid,Centro,Palacio,40.4140161,-3.7105651,False,https://www.idealista.com/inmueble/87475430/,good,False,False,"{'type': 'Point', 'coordinates': (40.4140161, -3.7105651)}"
1048,2,2350.0,flat,rent,100.0,True,1,2,Calle Argensola,Madrid,Madrid,Centro,Chueca-Justicia,40.4260269,-3.6954845,False,https://www.idealista.com/inmueble/86268161/,good,False,True,"{'type': 'Point', 'coordinates': (40.4260269, -3.6954845)}"
1049,4,1100.0,flat,rent,60.0,False,1,1,Calle de Alfonso XII,Madrid,Madrid,Retiro,Jerónimos,40.4093276,-3.6914622,False,https://www.idealista.com/inmueble/87000434/,good,False,True,"{'type': 'Point', 'coordinates': (40.4093276, -3.6914622)}"
1050,4,1100.0,flat,rent,60.0,False,1,1,Calle de Alfonso XII,Madrid,Madrid,Retiro,Jerónimos,40.4093276,-3.6914622,False,https://www.idealista.com/inmueble/87000434/,good,False,True,"{'type': 'Point', 'coordinates': (40.4093276, -3.6914622)}"
1051,2,2300.0,flat,rent,150.0,True,3,2,Calle Mártires Concepcionistas,Madrid,Madrid,Salamanca,Goya,40.4288005,-3.6694026,False,https://www.idealista.com/inmueble/86940133/,good,False,True,"{'type': 'Point', 'coordinates': (40.4288005, -3.6694026)}"
1054,4,1950.0,flat,rent,90.0,False,2,2,Paseo del General Martínez Campos,Madrid,Madrid,Chamberí,Almagro,40.4365306,-3.6964919,False,https://www.idealista.com/inmueble/87566770/,good,False,True,"{'type': 'Point', 'coordinates': (40.4365306, -3.6964919)}"
1055,1,1160.0,flat,rent,92.0,True,1,1,"Calle bravo murillo, 81",Madrid,Madrid,Chamberí,Vallehermoso,40.4437066,-3.7043471,True,https://www.idealista.com/inmueble/31512568/,good,False,True,"{'type': 'Point', 'coordinates': (40.4437066, -3.7043471)}"
1059,5,929.0,flat,rent,78.0,True,2,1,"Calle Pintor Ignacio Zuloaga, 14",Madrid,Madrid,Hortaleza,Sanchinarro,40.4846736,-3.6505063,True,https://www.idealista.com/inmueble/86181038/,good,False,True,"{'type': 'Point', 'coordinates': (40.4846736, -3.6505063)}"
1060,4,909.0,flat,rent,78.0,True,2,1,Calle Pintor Ignacio de Zuloaga,Madrid,Madrid,Hortaleza,Sanchinarro,40.4867396,-3.6496153,False,https://www.idealista.com/inmueble/85731556/,good,False,True,"{'type': 'Point', 'coordinates': (40.4867396, -3.6496153)}"
1067,3,999.0,flat,rent,50.0,True,1,1,"Calle de Arrieta, 8",Madrid,Madrid,Centro,Palacio,40.4190531,-3.7105792,True,https://www.idealista.com/inmueble/87248697/,good,False,True,"{'type': 'Point', 'coordinates': (40.4190531, -3.7105792)}"
1071,2,1265.0,flat,rent,98.0,True,2,2,"Avenida Monasterio del Paular, 152",Madrid,Madrid,Fuencarral,Montecarmelo,40.5045712,-3.7003744,True,https://www.idealista.com/inmueble/85858182/,good,False,True,"{'type': 'Point', 'coordinates': (40.5045712, -3.7003744)}"
1072,1,1199.0,flat,rent,89.0,True,2,2,"Avenida Monasterio del Paular, 152",Madrid,Madrid,Fuencarral,Montecarmelo,40.5045712,-3.7003744,True,https://www.idealista.com/inmueble/85221198/,good,False,True,"{'type': 'Point', 'coordinates': (40.5045712, -3.7003744)}"
1073,1,1229.0,flat,rent,98.0,True,2,2,"Avenida Monasterio del Paular, 152",Madrid,Madrid,Fuencarral,Montecarmelo,40.5045712,-3.7003744,True,https://www.idealista.com/inmueble/85221163/,good,False,True,"{'type': 'Point', 'coordinates': (40.5045712, -3.7003744)}"
1074,6,980.0,penthouse,rent,74.0,True,2,1,"Calle Pintor Ignacio de Zuloaga, Madrid, 14",Madrid,Madrid,Hortaleza,Sanchinarro,40.4846736,-3.6505063,True,https://www.idealista.com/inmueble/83921173/,good,False,True,"{'type': 'Point', 'coordinates': (40.4846736, -3.6505063)}"
1076,0,1009.0,flat,rent,87.0,True,2,1,"Calle Pintor Ignacio de Zuloaga, 10",Madrid,Madrid,Hortaleza,Sanchinarro,40.4851396,-3.6512153,True,https://www.idealista.com/inmueble/87452964/,good,False,True,"{'type': 'Point', 'coordinates': (40.4851396, -3.6512153)}"
1079,5,1600.0,penthouse,rent,150.0,True,2,2,Hospital de Oribigo,Madrid,Madrid,Fuencarral,Las Tablas,40.509973,-3.6693681,False,https://www.idealista.com/inmueble/87206793/,good,False,True,"{'type': 'Point', 'coordinates': (40.509973, -3.6693681)}"
1081,2,2200.0,duplex,rent,216.0,True,4,4,barrio Aravaca,Madrid,Madrid,Moncloa,Aravaca,40.4572322,-3.7814234,False,https://www.idealista.com/inmueble/87343212/,good,False,True,"{'type': 'Point', 'coordinates': (40.4572322, -3.7814234)}"
1082,1,4300.0,flat,rent,260.0,True,4,5,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.4250852,-3.6842665,False,https://www.idealista.com/inmueble/87424402/,good,False,True,"{'type': 'Point', 'coordinates': (40.4250852, -3.6842665)}"
1083,5,2300.0,flat,rent,152.0,True,3,2,barrio Castellana,Madrid,Madrid,Salamanca,Castellana,40.4337815,-3.6810351,False,https://www.idealista.com/inmueble/87592799/,good,False,True,"{'type': 'Point', 'coordinates': (40.4337815, -3.6810351)}"
1084,1,994.0,flat,rent,70.0,True,1,1,"Avenida Monasterio del Paular, 152",Madrid,Madrid,Fuencarral,Montecarmelo,40.5045712,-3.7003744,True,https://www.idealista.com/inmueble/87452526/,good,False,True,"{'type': 'Point', 'coordinates': (40.5045712, -3.7003744)}"
1090,3,1499.0,flat,rent,70.0,True,2,2,"Calle Farmacia, 4",Madrid,Madrid,Centro,Chueca-Justicia,40.4238647,-3.700173,True,https://www.idealista.com/inmueble/86789757/,good,False,True,"{'type': 'Point', 'coordinates': (40.4238647, -3.700173)}"
1098,1,1060.0,flat,rent,82.0,True,2,2,"Calle Isabel Clara Eugenia, 31",Madrid,Madrid,Hortaleza,Sanchinarro,40.4931771,-3.6517269,True,https://www.idealista.com/inmueble/87540753/,good,False,True,"{'type': 'Point', 'coordinates': (40.4931771, -3.6517269)}"
1100,1,1060.0,flat,rent,82.0,True,2,2,"Calle Isabel Clara Eugenia, 31",Madrid,Madrid,Hortaleza,Sanchinarro,40.4931771,-3.6517269,True,https://www.idealista.com/inmueble/87540753/,good,False,True,"{'type': 'Point', 'coordinates': (40.4931771, -3.6517269)}"
1106,3,2000.0,flat,rent,103.0,True,2,2,"Calle General Dávila, Madrid",Madrid,Madrid,Chamberí,Vallehermoso,40.4420275,-3.7142781,False,https://www.idealista.com/inmueble/84556665/,good,False,True,"{'type': 'Point', 'coordinates': (40.4420275, -3.7142781)}"
1107,1,4500.0,duplex,rent,290.0,True,4,5,Calle Juan Belmonte,Madrid,Madrid,Hortaleza,Conde Orgaz-Piovera,40.451593,-3.641913,False,https://www.idealista.com/inmueble/85649056/,good,False,True,"{'type': 'Point', 'coordinates': (40.451593, -3.641913)}"
1112,4,1445.0,flat,rent,69.0,True,3,1,Calle Alejandrina Moran,Madrid,Madrid,Latina,Lucero,40.4024738,-3.7460209,False,https://www.idealista.com/inmueble/85792825/,good,False,False,"{'type': 'Point', 'coordinates': (40.4024738, -3.7460209)}"
1113,4,1400.0,flat,rent,60.0,True,2,1,Calle del Príncipe,Madrid,Madrid,Centro,Huertas-Cortes,40.4137568,-3.700358,False,https://www.idealista.com/inmueble/87035926/,good,False,True,"{'type': 'Point', 'coordinates': (40.4137568, -3.700358)}"
1114,8,3000.0,flat,rent,250.0,True,4,3,barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4516356,-3.690717,False,https://www.idealista.com/inmueble/87150538/,good,False,True,"{'type': 'Point', 'coordinates': (40.4516356, -3.690717)}"
1115,3,1390.0,flat,rent,89.0,True,2,2,barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,Conde Orgaz-Piovera,40.4567886,-3.6458268,False,https://www.idealista.com/inmueble/40290243/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4567886, -3.6458268)}"
1117,2,3400.0,flat,rent,250.0,False,3,3,Calle de San Quintín,Madrid,Madrid,Centro,Palacio,40.4216033,-3.710596,False,https://www.idealista.com/inmueble/84999334/,good,False,True,"{'type': 'Point', 'coordinates': (40.4216033, -3.710596)}"
1118,7,3500.0,penthouse,rent,122.0,True,2,2,Calle de Juan Bravo,Madrid,Madrid,Salamanca,Castellana,40.4349925,-3.6825337,False,https://www.idealista.com/inmueble/85316808/,good,False,True,"{'type': 'Point', 'coordinates': (40.4349925, -3.6825337)}"
1119,8,4500.0,penthouse,rent,212.0,True,4,3,"Calle de Juan Bravo, 28",Madrid,Madrid,Salamanca,Castellana,40.432556,-3.6812344,True,https://www.idealista.com/inmueble/85938179/,good,False,True,"{'type': 'Point', 'coordinates': (40.432556, -3.6812344)}"
1120,8,3200.0,penthouse,rent,167.0,True,3,3,barrio Castellana,Madrid,Madrid,Salamanca,Castellana,40.43404,-3.6851197,False,https://www.idealista.com/inmueble/86134507/,good,False,True,"{'type': 'Point', 'coordinates': (40.43404, -3.6851197)}"
1122,3,6500.0,flat,rent,397.0,True,5,5,barrio Nueva España,Madrid,Madrid,Chamartín,Nueva España,40.4640348,-3.6822066,False,https://www.idealista.com/inmueble/86967333/,good,False,True,"{'type': 'Point', 'coordinates': (40.4640348, -3.6822066)}"
1123,1,3000.0,flat,rent,80.0,True,2,2,Calle Colios,Madrid,Madrid,Hortaleza,Palomas,40.4515907,-3.6155515,False,https://www.idealista.com/inmueble/87289674/,unspecified,False,unspecified,"{'type': 'Point', 'coordinates': (40.4515907, -3.6155515)}"
1124,6,2800.0,flat,rent,157.0,True,3,2,Calle Infanta María Teresa,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4532431,-3.6841933,False,https://www.idealista.com/inmueble/87331215/,good,False,True,"{'type': 'Point', 'coordinates': (40.4532431, -3.6841933)}"
1125,2,2900.0,flat,rent,272.0,False,5,4,Avenida de Valdemarín,Madrid,Madrid,Moncloa,Valdemarín,40.4710459,-3.7795533,False,https://www.idealista.com/inmueble/87410982/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4710459, -3.7795533)}"
1126,2,4500.0,duplex,rent,290.0,True,4,4,barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,Conde Orgaz-Piovera,40.452293,-3.637913,False,https://www.idealista.com/inmueble/87512381/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.452293, -3.637913)}"
1127,4,1800.0,flat,rent,92.0,True,2,2,Calle de Ayala,Madrid,Madrid,Salamanca,Recoletos,40.4294666,-3.6864641,False,https://www.idealista.com/inmueble/87605465/,good,False,True,"{'type': 'Point', 'coordinates': (40.4294666, -3.6864641)}"
1128,3,3000.0,flat,rent,226.0,True,3,3,Avenida de Alfonso XIII,Madrid,Madrid,Chamartín,Nueva España,40.4581968,-3.6809156,False,https://www.idealista.com/inmueble/87639656/,good,False,True,"{'type': 'Point', 'coordinates': (40.4581968, -3.6809156)}"
1130,11,1700.0,flat,rent,161.0,True,3,2,"Calle de Pedro Rico, Madrid",Madrid,Madrid,Fuencarral,La Paz,40.4862684,-3.6973013,False,https://www.idealista.com/inmueble/83052811/,good,False,True,"{'type': 'Point', 'coordinates': (40.4862684, -3.6973013)}"
1131,5,3000.0,flat,rent,243.0,True,4,3,Calle del Doctor Fleming,Madrid,Madrid,Chamartín,Nueva España,40.4630953,-3.6898004,False,https://www.idealista.com/inmueble/86325533/,good,False,True,"{'type': 'Point', 'coordinates': (40.4630953, -3.6898004)}"
1132,5,3850.0,flat,rent,230.0,True,4,4,Paseo del Prado,Madrid,Madrid,Centro,Huertas-Cortes,40.4122563,-3.6948787,False,https://www.idealista.com/inmueble/87566800/,good,False,True,"{'type': 'Point', 'coordinates': (40.4122563, -3.6948787)}"
1133,7,2000.0,flat,rent,159.0,True,2,2,Calle de Irún,Madrid,Madrid,Moncloa,Argüelles,40.4222054,-3.7180818,False,https://www.idealista.com/inmueble/87567020/,good,False,True,"{'type': 'Point', 'coordinates': (40.4222054, -3.7180818)}"
1135,7,3000.0,flat,rent,207.0,True,4,4,Paseo del General Martínez Campos,Madrid,Madrid,Chamberí,Almagro,40.4368298,-3.6911965,False,https://www.idealista.com/inmueble/87567942/,good,False,True,"{'type': 'Point', 'coordinates': (40.4368298, -3.6911965)}"
1136,7,2950.0,flat,rent,212.0,True,4,3,Calle de Espronceda,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4425387,-3.6934646,False,https://www.idealista.com/inmueble/87568136/,good,False,True,"{'type': 'Point', 'coordinates': (40.4425387, -3.6934646)}"
1137,4,1800.0,flat,rent,85.0,True,2,2,"martin de los heros, 28",Madrid,Madrid,Moncloa,Argüelles,40.4258119,-3.7145758,True,https://www.idealista.com/inmueble/86975224/,good,False,True,"{'type': 'Point', 'coordinates': (40.4258119, -3.7145758)}"
1142,9,1300.0,flat,rent,70.0,True,1,1,"Calle del General Ampudia, 3",Madrid,Madrid,Chamberí,Vallehermoso,40.4423347,-3.7155473,True,https://www.idealista.com/inmueble/87601778/,good,False,True,"{'type': 'Point', 'coordinates': (40.4423347, -3.7155473)}"
